date,country,country_code,country_grade,country_grade_letter,short_term_risk_level,short_term_risk_value,country_grade_numeric,zscore_grade,zscore_risk
2023-01-01,Austria,AUT,AA,AA,1 (Low),1.0,3.0,-1.7064951925585958,-1.2906452990995096
2023-02-01,Austria,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-03-01,Austria,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-04-01,Austria,AUT,AA,AA,1 (Low),1.0,3.0,-1.701224568887672,-1.2821692046830908
2023-05-01,Austria,,,,,,,-1.701224568887672,-1.2821692046830908
2023-06-01,Austria,,,,,,,-1.701224568887672,-1.2821692046830908
2023-07-01,Austria,AUT,AA,AA,1 (Low),1.0,3.0,-1.7066177621207863,-1.2737840485525609
2023-08-01,Austria,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-09-01,Austria,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-10-01,Austria,AUT,AA,AA,1 (Low),1.0,3.0,-1.686459218267809,-1.2520816001097266
2023-11-01,Austria,,,,,,,-1.686459218267809,-1.2520816001097266
2023-12-01,Austria,,,,,,,-1.686459218267809,-1.2520816001097266
2024-01-01,Austria,AUT,AA,AA,1 (Low),1.0,3.0,-1.6838924262098902,-1.2319225631875448
2024-02-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-03-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-04-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-05-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-06-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-07-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-08-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-09-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-10-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-11-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-12-01,Austria,,,,,,,-1.6838924262098902,-1.2319225631875448
2025-01-01,Austria,AUT,AA,AA,1 (Low),1.0,3.0,-1.6314030166048628,-1.0627972307996385
2025-02-01,Austria,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-03-01,Austria,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-04-01,Austria,AUT,AA,AA,1 (Low),1.0,3.0,-1.6510893026516502,-1.0627972307996385
2023-01-01,Azerbaijan,AZE,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Azerbaijan,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Azerbaijan,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Azerbaijan,AZE,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Azerbaijan,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Azerbaijan,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Azerbaijan,AZE,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,Azerbaijan,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,Azerbaijan,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,Azerbaijan,AZE,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,Azerbaijan,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,Azerbaijan,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,Azerbaijan,AZE,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,Azerbaijan,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,Azerbaijan,AZE,C,C,1 (Low),1.0,21.0,0.836980678084234,-1.0627972307996385
2025-02-01,Azerbaijan,,,,,,,0.836980678084234,-1.0627972307996385
2025-03-01,Azerbaijan,,,,,,,0.836980678084234,-1.0627972307996385
2025-04-01,Azerbaijan,AZE,C,C,1 (Low),1.0,21.0,0.8367788671995373,-1.0627972307996385
2023-01-01,Bahamas,BHS,B,B,3 (Sensitive),3.0,15.0,-0.0549170085805507,0.4162015785369756
2023-02-01,Bahamas,,,,,,,-0.0549170085805507,0.4162015785369756
2023-03-01,Bahamas,,,,,,,-0.0549170085805507,0.4162015785369756
2023-04-01,Bahamas,BHS,B,B,3 (Sensitive),3.0,15.0,-0.0494975661732962,0.424587179255712
2023-05-01,Bahamas,,,,,,,-0.0494975661732962,0.424587179255712
2023-06-01,Bahamas,,,,,,,-0.0494975661732962,0.424587179255712
2023-07-01,Bahamas,BHS,B,B,3 (Sensitive),3.0,15.0,-0.0483326131274734,0.4330024983528509
2023-08-01,Bahamas,,,,,,,-0.0483326131274734,0.4330024983528509
2023-09-01,Bahamas,,,,,,,-0.0483326131274734,0.4330024983528509
2023-10-01,Bahamas,BHS,B,B,3 (Sensitive),3.0,15.0,-0.0398801979470144,0.4367726512010673
2023-11-01,Bahamas,,,,,,,-0.0398801979470144,0.4367726512010673
2023-12-01,Bahamas,,,,,,,-0.0398801979470144,0.4367726512010673
2024-01-01,Bahamas,BHS,B,B,3 (Sensitive),3.0,15.0,-0.0371794795028278,0.45780906064402
2024-02-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-03-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-04-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-05-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-06-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-07-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-08-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-09-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-10-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-11-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2024-12-01,Bahamas,,,,,,,-0.0371794795028278,0.45780906064402
2025-01-01,Bahamas,BHS,B,B,2 (Medium),2.0,15.0,0.0141861131878684,-0.2297939958485705
2025-02-01,Bahamas,,,,,,,0.0141861131878684,-0.2297939958485705
2025-03-01,Bahamas,,,,,,,0.0141861131878684,-0.2297939958485705
2025-04-01,Bahamas,BHS,B,B,2 (Medium),2.0,15.0,0.0074894772491414,-0.2297939958485705
2023-01-01,Bahrain,BHR,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Bahrain,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Bahrain,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Bahrain,BHR,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Bahrain,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Bahrain,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Bahrain,BHR,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,Bahrain,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,Bahrain,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,Bahrain,BHR,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,Bahrain,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,Bahrain,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,Bahrain,BHR,C,C,4 (High),4.0,21.0,0.7861769938507034,1.3026748725598023
2024-02-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-03-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-04-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-05-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-06-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-07-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-08-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-09-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-10-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-11-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2024-12-01,Bahrain,,,,,,,0.7861769938507034,1.3026748725598023
2025-01-01,Bahrain,BHR,C,C,4 (High),4.0,21.0,0.836980678084234,1.4362124740535651
2025-02-01,Bahrain,,,,,,,0.836980678084234,1.4362124740535651
2025-03-01,Bahrain,,,,,,,0.836980678084234,1.4362124740535651
2025-04-01,Bahrain,BHR,C,C,4 (High),4.0,21.0,0.8367788671995373,1.4362124740535651
2023-01-01,Bangladesh,BGD,D,D,3 (Sensitive),3.0,22.0,0.9085035987399755,0.4162015785369756
2023-02-01,Bangladesh,,,,,,,0.9085035987399755,0.4162015785369756
2023-03-01,Bangladesh,,,,,,,0.9085035987399755,0.4162015785369756
2023-04-01,Bangladesh,BGD,D,D,3 (Sensitive),3.0,22.0,0.9140098520767564,0.424587179255712
2023-05-01,Bangladesh,,,,,,,0.9140098520767564,0.424587179255712
2023-06-01,Bangladesh,,,,,,,0.9140098520767564,0.424587179255712
2023-07-01,Bangladesh,BGD,D,D,3 (Sensitive),3.0,22.0,0.9190003904519592,0.4330024983528509
2023-08-01,Bangladesh,,,,,,,0.9190003904519592,0.4330024983528509
2023-09-01,Bangladesh,,,,,,,0.9190003904519592,0.4330024983528509
2023-10-01,Bangladesh,BGD,D,D,3 (Sensitive),3.0,22.0,0.9206242305734492,0.4367726512010673
2023-11-01,Bangladesh,,,,,,,0.9206242305734492,0.4367726512010673
2023-12-01,Bangladesh,,,,,,,0.9206242305734492,0.4367726512010673
2024-01-01,Bangladesh,BGD,D,D,3 (Sensitive),3.0,22.0,0.9234030727429586,0.45780906064402
2024-02-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-03-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-04-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-05-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-06-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-07-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-08-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-09-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-10-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-11-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2024-12-01,Bangladesh,,,,,,,0.9234030727429586,0.45780906064402
2025-01-01,Bangladesh,BGD,D,D,3 (Sensitive),3.0,22.0,0.9741131055669616,0.6032092391024972
2025-02-01,Bangladesh,,,,,,,0.9741131055669616,0.6032092391024972
2025-03-01,Bangladesh,,,,,,,0.9741131055669616,0.6032092391024972
2025-04-01,Bangladesh,BGD,D,D,3 (Sensitive),3.0,22.0,0.9749937655246032,0.6032092391024972
2023-01-01,Barbados,BRB,D,D,3 (Sensitive),3.0,22.0,0.9085035987399755,0.4162015785369756
2023-02-01,Barbados,,,,,,,0.9085035987399755,0.4162015785369756
2023-03-01,Barbados,,,,,,,0.9085035987399755,0.4162015785369756
2023-04-01,Barbados,BRB,D,D,3 (Sensitive),3.0,22.0,0.9140098520767564,0.424587179255712
2023-05-01,Barbados,,,,,,,0.9140098520767564,0.424587179255712
2023-06-01,Barbados,,,,,,,0.9140098520767564,0.424587179255712
2023-07-01,Barbados,BRB,D,D,3 (Sensitive),3.0,22.0,0.9190003904519592,0.4330024983528509
2023-08-01,Barbados,,,,,,,0.9190003904519592,0.4330024983528509
2023-09-01,Barbados,,,,,,,0.9190003904519592,0.4330024983528509
2023-10-01,Barbados,BRB,D,D,3 (Sensitive),3.0,22.0,0.9206242305734492,0.4367726512010673
2023-11-01,Barbados,,,,,,,0.9206242305734492,0.4367726512010673
2023-12-01,Barbados,,,,,,,0.9206242305734492,0.4367726512010673
2024-01-01,Barbados,BRB,D,D,3 (Sensitive),3.0,22.0,0.9234030727429586,0.45780906064402
2024-02-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-03-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-04-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-05-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-06-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-07-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-08-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-09-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-10-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-11-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2024-12-01,Barbados,,,,,,,0.9234030727429586,0.45780906064402
2025-01-01,Barbados,BRB,C,C,3 (Sensitive),3.0,21.0,0.836980678084234,0.6032092391024972
2025-02-01,Barbados,,,,,,,0.836980678084234,0.6032092391024972
2025-03-01,Barbados,,,,,,,0.836980678084234,0.6032092391024972
2025-04-01,Barbados,BRB,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Belarus,BLR,D,D,4 (High),4.0,22.0,0.9085035987399755,1.2696250173552184
2023-02-01,Belarus,,,,,,,0.9085035987399755,1.2696250173552184
2023-03-01,Belarus,,,,,,,0.9085035987399755,1.2696250173552184
2023-04-01,Belarus,BLR,D,D,4 (High),4.0,22.0,0.9140098520767564,1.2779653712251136
2023-05-01,Belarus,,,,,,,0.9140098520767564,1.2779653712251136
2023-06-01,Belarus,,,,,,,0.9140098520767564,1.2779653712251136
2023-07-01,Belarus,BLR,D,D,4 (High),4.0,22.0,0.9190003904519592,1.286395771805557
2023-08-01,Belarus,,,,,,,0.9190003904519592,1.286395771805557
2023-09-01,Belarus,,,,,,,0.9190003904519592,1.286395771805557
2023-10-01,Belarus,BLR,D,D,4 (High),4.0,22.0,0.9206242305734492,1.2811997768564642
2023-11-01,Belarus,,,,,,,0.9206242305734492,1.2811997768564642
2023-12-01,Belarus,,,,,,,0.9206242305734492,1.2811997768564642
2024-01-01,Belarus,BLR,D,D,4 (High),4.0,22.0,0.9234030727429586,1.3026748725598023
2024-02-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-03-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-04-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-05-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-06-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-07-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-08-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-09-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-10-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-11-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2024-12-01,Belarus,,,,,,,0.9234030727429586,1.3026748725598023
2025-01-01,Belarus,BLR,D,D,4 (High),4.0,22.0,0.9741131055669616,1.4362124740535651
2025-02-01,Belarus,,,,,,,0.9741131055669616,1.4362124740535651
2025-03-01,Belarus,,,,,,,0.9741131055669616,1.4362124740535651
2025-04-01,Belarus,BLR,D,D,4 (High),4.0,22.0,0.9749937655246032,1.4362124740535651
2023-01-01,Belgium,BEL,AA,AA,1 (Low),1.0,3.0,-1.7064951925585958,-1.2906452990995096
2023-02-01,Belgium,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-03-01,Belgium,,,,,,,-1.7064951925585958,-1.2906452990995096
2023-04-01,Belgium,BEL,AA,AA,1 (Low),1.0,3.0,-1.701224568887672,-1.2821692046830908
2023-05-01,Belgium,,,,,,,-1.701224568887672,-1.2821692046830908
2023-06-01,Belgium,,,,,,,-1.701224568887672,-1.2821692046830908
2023-07-01,Belgium,BEL,AA,AA,1 (Low),1.0,3.0,-1.7066177621207863,-1.2737840485525609
2023-08-01,Belgium,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-09-01,Belgium,,,,,,,-1.7066177621207863,-1.2737840485525609
2023-10-01,Belgium,BEL,AA,AA,1 (Low),1.0,3.0,-1.686459218267809,-1.2520816001097266
2023-11-01,Belgium,,,,,,,-1.686459218267809,-1.2520816001097266
2023-12-01,Belgium,,,,,,,-1.686459218267809,-1.2520816001097266
2024-01-01,Belgium,BEL,AA,AA,1 (Low),1.0,3.0,-1.6838924262098902,-1.2319225631875448
2024-02-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-03-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-04-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-05-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-06-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-07-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-08-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-09-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-10-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-11-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2024-12-01,Belgium,,,,,,,-1.6838924262098902,-1.2319225631875448
2025-01-01,Belgium,BEL,AA,AA,1 (Low),1.0,3.0,-1.6314030166048628,-1.0627972307996385
2025-02-01,Belgium,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-03-01,Belgium,,,,,,,-1.6314030166048628,-1.0627972307996385
2025-04-01,Belgium,BEL,A,A,1 (Low),1.0,6.0,-1.2364446076764524,-1.0627972307996385
2023-01-01,Belize,BLZ,D,D,3 (Sensitive),3.0,22.0,0.9085035987399755,0.4162015785369756
2023-02-01,Belize,,,,,,,0.9085035987399755,0.4162015785369756
2023-03-01,Belize,,,,,,,0.9085035987399755,0.4162015785369756
2023-04-01,Belize,BLZ,D,D,3 (Sensitive),3.0,22.0,0.9140098520767564,0.424587179255712
2023-05-01,Belize,,,,,,,0.9140098520767564,0.424587179255712
2023-06-01,Belize,,,,,,,0.9140098520767564,0.424587179255712
2023-07-01,Belize,BLZ,D,D,3 (Sensitive),3.0,22.0,0.9190003904519592,0.4330024983528509
2023-08-01,Belize,,,,,,,0.9190003904519592,0.4330024983528509
2023-09-01,Belize,,,,,,,0.9190003904519592,0.4330024983528509
2023-10-01,Belize,BLZ,D,D,3 (Sensitive),3.0,22.0,0.9206242305734492,0.4367726512010673
2023-11-01,Belize,,,,,,,0.9206242305734492,0.4367726512010673
2023-12-01,Belize,,,,,,,0.9206242305734492,0.4367726512010673
2024-01-01,Belize,BLZ,D,D,3 (Sensitive),3.0,22.0,0.9234030727429586,0.45780906064402
2024-02-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-03-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-04-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-05-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-06-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-07-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-08-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-09-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-10-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-11-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2024-12-01,Belize,,,,,,,0.9234030727429586,0.45780906064402
2025-01-01,Belize,BLZ,C,C,3 (Sensitive),3.0,21.0,0.836980678084234,0.6032092391024972
2025-02-01,Belize,,,,,,,0.836980678084234,0.6032092391024972
2025-03-01,Belize,,,,,,,0.836980678084234,0.6032092391024972
2025-04-01,Belize,BLZ,C,C,3 (Sensitive),3.0,21.0,0.8367788671995373,0.6032092391024972
2023-01-01,Benin,BEN,C,C,3 (Sensitive),3.0,21.0,0.7708720834084719,0.4162015785369756
2023-02-01,Benin,,,,,,,0.7708720834084719,0.4162015785369756
2023-03-01,Benin,,,,,,,0.7708720834084719,0.4162015785369756
2023-04-01,Benin,BEN,C,C,3 (Sensitive),3.0,21.0,0.7763659351838916,0.424587179255712
2023-05-01,Benin,,,,,,,0.7763659351838916,0.424587179255712
2023-06-01,Benin,,,,,,,0.7763659351838916,0.424587179255712
2023-07-01,Benin,BEN,C,C,3 (Sensitive),3.0,21.0,0.7808099613691831,0.4330024983528509
2023-08-01,Benin,,,,,,,0.7808099613691831,0.4330024983528509
2023-09-01,Benin,,,,,,,0.7808099613691831,0.4330024983528509
2023-10-01,Benin,BEN,C,C,3 (Sensitive),3.0,21.0,0.783409312213383,0.4367726512010673
2023-11-01,Benin,,,,,,,0.783409312213383,0.4367726512010673
2023-12-01,Benin,,,,,,,0.783409312213383,0.4367726512010673
2024-01-01,Benin,BEN,C,C,3 (Sensitive),3.0,21.0,0.7861769938507034,0.45780906064402
2024-02-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-03-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-04-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-05-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-06-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-07-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-08-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-09-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-10-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-11-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2024-12-01,Benin,,,,,,,0.7861769938507034,0.45780906064402
2025-01-01,Benin,BEN,C,C,2 (Medium),2.0,21.0,0.836980678084234,-0.2297939958485705
2025-02-01,Benin,,,,,,,0.836980678084234,-0.2297939958485705
2025-03-01,Benin,,,,,,,0.836980678084234,-0.2297939958485705
2025-04-01,Benin,BEN,C,C,2 (Medium),2.0,21.0,0.8367788671995373,-0.2297939958485705
2023-01-01,Bermuda,BMU,A,A,1 (Low),1.0,6.0,-1.2936006465640846,-1.2906452990995096
2023-02-01,Bermuda,,,,,,,-1.2936006465640846,-1.2906452990995096
2023-03-01,Bermuda,,,,,,,-1.2936006465640846,-1.2906452990995096
2023-04-01,Bermuda,BMU,A,A,1 (Low),1.0,6.0,-1.288292818209078,-1.2821692046830908
2023-05-01,Bermuda,,,,,,,-1.288292818209078,-1.2821692046830908
2023-06-01,Bermuda,,,,,,,-1.288292818209078,-1.2821692046830908
2023-07-01,Bermuda,BMU,A,A,1 (Low),1.0,6.0,-1.2920464748724585,-1.2737840485525609
2023-08-01,Bermuda,,,,,,,-1.2920464748724585,-1.2737840485525609
2023-09-01,Bermuda,,,,,,,-1.2920464748724585,-1.2737840485525609
2023-10-01,Bermuda,BMU,A,A,1 (Low),1.0,6.0,-1.2748144631876104,-1.2520816001097266
2023-11-01,Bermuda,,,,,,,-1.2748144631876104,-1.2520816001097266
2023-12-01,Bermuda,,,,,,,-1.2748144631876104,-1.2520816001097266
2024-01-01,Bermuda,BMU,A,A,1 (Low),1.0,6.0,-1.2722141895331247,-1.2319225631875448
2024-02-01,Bermuda,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-03-01,Bermuda,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-04-01,Bermuda,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-05-01,Bermuda,,,,,,,-1.2722141895331247,-1.2319225631875448
2024-06-01,Bermuda,,,,,,,-1.2722141895331247,-1.2319225631875448
